type,react_date,post_id,user_id
Emoticon,1588166140,7816,69
Emoticon,1588168998,8019,385
Like,1588168276,2974,485
Comment,1588165458,662,95
Like,1588164632,712,523
Emoticon,1588163169,670,203
Emoticon,1588166609,5052,307
Like,1588166200,718,334
Like,1588165510,732,955
Comment,1588166235,687,93
Like,1588165870,8729,608
Comment,1588165389,8727,957
Comment,1588165641,6011,801
Comment,1588166040,75,607
Comment,1588166481,5837,809
Comment,1588164159,1167,887
Comment,1588165092,118,679
Emoticon,1588166833,2957,999
Comment,1588168506,667,960
Emoticon,1588166116,8727,863
Like,1588167435,8592,593
Emoticon,1588161983,647,170
Like,1588162609,676,538
Comment,1588163786,642,215
Like,1588167313,3611,53
Emoticon,1588165181,649,699
Comment,1588165838,721,432
Emoticon,1588166077,833,997
Emoticon,1588166203,733,803
Comment,1588163568,3611,885
Comment,1588167725,698,765
Like,1588163147,669,466
Like,1588164678,2466,705
Like,1588167435,8285,858
Like,1588167268,675,454
Emoticon,1588164332,7508,874
Emoticon,1588165555,7215,397
Like,1588163667,5145,396
Like,1588161351,733,203
Like,1588167810,664,676
Comment,1588165677,3808,392
Comment,1588168197,719,458
Emoticon,1588164554,736,827
Like,1588161334,7190,49
Emoticon,1588163670,675,591
Emoticon,1588164340,642,644
Like,1588162932,645,266
Like,1588166604,708,780
Comment,1588165246,729,281
Like,1588166053,72,162
Emoticon,1588163058,634,31
Emoticon,1588163196,728,843
Comment,1588164705,118,237
Emoticon,1588161842,2792,131
Comment,1588167799,2105,369
Like,1588163876,7241,476
Like,1588163112,685,138
Emoticon,1588166940,7738,371
Comment,1588164258,3753,543
Comment,1588162621,5187,9
Emoticon,1588168134,67,261
Emoticon,1588166058,682,460
Like,1588166073,5145,942
Comment,1588161618,724,432
Like,1588164256,667,665
Emoticon,1588164362,697,818
Comment,1588164869,737,825
Emoticon,1588163779,7813,509
Comment,1588162953,7045,986
Comment,1588165524,718,911
Comment,1588166741,693,282
Emoticon,1588166633,688,809
Emoticon,1588166573,4750,489
Emoticon,1588162201,724,877
Comment,1588163898,7124,383
Comment,1588167155,660,264
Comment,1588162767,648,204
Comment,1588163397,6572,292
Emoticon,1588163107,723,175
Like,1588163842,687,731
Like,1588170272,5521,126
Like,1588166490,7950,679
Like,1588168164,8019,715
Like,1588164959,5679,653
Like,1588161848,6890,215
Emoticon,1588164131,1595,980
Like,1588164128,662,714
Like,1588164299,649,361
Like,1588166273,17,197
Emoticon,1588166658,711,929
Like,1588162297,516,576
Comment,1588163582,642,178
Emoticon,1588164448,639,721
Like,1588164381,4264,222
Comment,1588165244,679,225
Like,1588168338,2930,295
Emoticon,1588168815,4160,182
Emoticon,1588166929,5187,282
Emoticon,1588165195,650,702
Emoticon,1588162678,4742,796
Emoticon,1588164679,728,951
Comment,1588162713,8642,99
Comment,1588162707,7811,559
Like,1588164236,7815,125
Emoticon,1588166719,7738,2
Emoticon,1588165265,8222,909
Like,1588165340,8642,561
Comment,1588166812,5249,797
Emoticon,1588169425,2549,112
Like,1588167177,6071,370
Like,1588165246,6944,929
Emoticon,1588164769,641,219
Comment,1588164547,727,824
Comment,1588166287,669,282
Like,1588162808,648,194
Emoticon,1588164781,9139,752
Comment,1588165367,721,474
Comment,1588163189,688,415
Like,1588168031,657,502
Like,1588166362,5052,114
Comment,1588165467,707,716
Like,1588164140,663,724
Emoticon,1588165198,733,604
Comment,1588164073,5679,828
Emoticon,1588162114,2400,517
Emoticon,1588162099,682,596
Comment,1588164264,7812,33
Emoticon,1588164389,516,847
Emoticon,1588165389,670,532
Emoticon,1588164516,703,433
Comment,1588166522,664,182
Comment,1588167161,1946,805
Emoticon,1588164087,2957,376
Emoticon,1588166297,6525,660
Emoticon,1588163323,7508,71
Like,1588165016,706,127
Comment,1588165786,676,889
Comment,1588167979,68,250
Emoticon,1588165852,646,595
Like,1588165757,8727,56
Comment,1588163077,7677,470
Comment,1588166918,702,432
Emoticon,1588167284,666,469
Emoticon,1588166374,17,644
Emoticon,1588162165,2141,183
Like,1588167129,8727,346
Like,1588163478,737,909
Comment,1588164101,65,90
Like,1588162822,2650,521
Emoticon,1588169143,6890,963
Like,1588168948,5313,514
Comment,1588165723,699,862
Like,1588162111,2792,151
Emoticon,1588165286,8682,111
Comment,1588166142,642,840
Emoticon,1588165386,653,695
Emoticon,1588167372,661,195
Like,1588164540,8948,45
Comment,1588165700,8222,876
Like,1588164111,686,371
Like,1588163961,2753,976
Emoticon,1588163470,9087,132
Comment,1588167962,5837,541
Like,1588162995,1440,830
Emoticon,1588162608,645,266
Comment,1588163640,684,347
Like,1588163289,7241,864
Emoticon,1588162450,1518,494
Like,1588163361,4915,738
Emoticon,1588166982,675,499
Like,1588166223,3592,345
Emoticon,1588165503,715,333
Emoticon,1588163620,649,472
Like,1588160610,2395,957
Emoticon,1588169542,7378,540
Like,1588163534,75,335
Emoticon,1588164247,8682,447
Comment,1588162567,7816,100
Emoticon,1588160798,8647,683
Like,1588164535,1792,944
Comment,1588163035,6007,759
Comment,1588162072,4395,119
Emoticon,1588165270,714,887
Like,1588165596,2395,532
Emoticon,1588163843,6944,805
Like,1588165663,682,116
Like,1588165468,641,248
Like,1588166120,679,81
Like,1588166274,2963,748
Comment,1588165788,675,206
Like,1588166753,668,482
Emoticon,1588162890,688,204
Comment,1588163769,635,94
Comment,1588165348,701,317
Like,1588164449,716,462
Emoticon,1588163026,8647,432
Like,1588166481,693,110
Emoticon,1588163187,652,728
Emoticon,1588163676,729,863
Emoticon,1588166353,2963,239
Comment,1588165422,644,157
Emoticon,1588166463,7738,497
Like,1588165724,672,888
Like,1588161323,718,409
Comment,1588163429,3558,400
Like,1588163395,636,798
Like,1588163203,2702,316
Like,1588163481,1500,913
Comment,1588165611,678,209
Comment,1588163699,7812,144
Like,1588164973,69,139
Emoticon,1588166263,667,117
Comment,1588167404,735,172
Emoticon,1588162574,693,848
Emoticon,1588164001,5052,497
Comment,1588167710,4727,350
Like,1588164034,2473,991
Comment,1588162319,6988,243
Emoticon,1588165642,717,345
Emoticon,1588164776,6071,851
Emoticon,1588169326,682,439
Comment,1588165674,682,598
Emoticon,1588163353,70,299
Comment,1588165790,695,313
Emoticon,1588167351,735,791
Comment,1588160855,641,60
Like,1588167740,5313,322
Like,1588163578,7190,511
Emoticon,1588164699,646,459
Like,1588164098,676,543
Like,1588161900,668,949
Like,1588163642,6525,429
Like,1588166980,4160,310
Like,1588163524,689,851
Like,1588163018,8729,920
Comment,1588162379,3808,336
Like,1588165517,17,461
Comment,1588168135,8647,154
Like,1588165572,2096,209
Like,1588165570,1946,587
Like,1588168481,4273,114
Comment,1588164238,642,930
Comment,1588168505,691,387
Comment,1588165899,2105,116
Comment,1588165059,699,830
Emoticon,1588165376,662,204
Comment,1588166694,8285,767
Emoticon,1588164465,5164,669
Emoticon,1588166588,720,941
Emoticon,1588164675,2812,284
Like,1588164852,671,190
Emoticon,1588166950,718,556
Like,1588165175,5521,60
Emoticon,1588165052,2549,571
Comment,1588165946,683,705
Emoticon,1588169962,7814,559
Comment,1588167374,2930,690
Like,1588165758,1595,122
Comment,1588167504,702,533
Emoticon,1588167145,673,78
Comment,1588161712,681,424
Emoticon,1588165530,2702,240
Comment,1588163897,4351,804
Emoticon,1588160339,7810,968
Like,1588162738,7508,647
Comment,1588160946,721,503
Emoticon,1588166358,677,405
Like,1588167008,4423,429
Emoticon,1588164315,8160,132
Comment,1588165987,662,776
Emoticon,1588163425,7816,746
Like,1588169209,703,511
Comment,1588162522,704,207
Like,1588164150,660,352
Emoticon,1588163140,634,140
Like,1588165929,711,515
Comment,1588167162,8727,36
Emoticon,1588169173,788,579
Comment,1588165882,698,669
Comment,1588166582,8019,697
Like,1588162099,726,571
Like,1588164601,677,472
Emoticon,1588164375,8285,788
Emoticon,1588164613,722,555
Comment,1588167354,118,876
Emoticon,1588164698,7738,606
Emoticon,1588163612,7821,909
Emoticon,1588167221,6988,570
Emoticon,1588167747,693,211
Comment,1588169296,4395,70
Emoticon,1588162511,671,348
Comment,1588165958,2753,70
Comment,1588162420,684,358
Like,1588163841,17,717
Like,1588165105,676,534
Comment,1588165962,6071,817
Like,1588164776,8019,536
Emoticon,1588162000,645,806
Comment,1588162965,652,363
Comment,1588164718,2395,53
Like,1588165317,17,304
Comment,1588158597,656,890
Like,1588169224,736,859
Emoticon,1588164625,712,388
Comment,1588163028,1887,449
Comment,1588170754,649,936
Comment,1588166431,675,271
Comment,1588165120,3611,314
Emoticon,1588163671,5837,88
Comment,1588169312,700,479
Like,1588165963,703,395
Emoticon,1588167695,689,492
Like,1588163722,7378,40
Like,1588164504,6071,131
Like,1588165336,70,765
Like,1588168178,669,855
Like,1588163375,642,909
Comment,1588167645,719,899
Comment,1588164294,1167,48
Like,1588163872,9139,171
Like,1588166975,674,663
Comment,1588163599,287,501
Like,1588167183,7821,48
Like,1588166066,668,916
Like,1588166651,6988,778
Like,1588167048,67,937
Emoticon,1588165264,5164,938
Comment,1588168125,637,347
Emoticon,1588166098,4915,201
Comment,1588166784,2466,618
Emoticon,1588170827,5145,375
Emoticon,1588165346,4915,440
Comment,1588167566,5921,857
Comment,1588164364,516,664
Like,1588163828,729,678
Comment,1588166514,788,374
Like,1588167704,5164,366
Comment,1588162713,650,513
Emoticon,1588162860,71,891
Emoticon,1588167887,2974,709
Emoticon,1588161186,66,279
Like,1588163545,672,265
Like,1588163812,4750,248
Comment,1588163753,415,545
Comment,1588163517,2105,171
Emoticon,1588168579,118,56
Comment,1588164423,4273,486
Comment,1588161920,5837,399
Comment,1588167045,656,883
Comment,1588165474,118,969
Emoticon,1588164151,732,465
Comment,1588165601,5837,262
Comment,1588163582,7810,568
Emoticon,1588166684,4591,789
Comment,1588164422,687,980
Emoticon,1588164563,287,100
Like,1588164894,8647,417
Comment,1588164213,1509,20
Emoticon,1588165071,696,695
Comment,1588164577,4395,60
Emoticon,1588163885,1074,954
Comment,1588165422,658,659
Emoticon,1588165163,5249,152
Like,1588165103,2096,66
Emoticon,1588162726,2974,720
Like,1588164042,649,776
Like,1588164009,4423,909
Like,1588163826,664,247
Like,1588163565,702,252
Comment,1588166055,646,17
Like,1588162552,647,860
Comment,1588163228,2473,161
Comment,1588167284,72,670
Emoticon,1588164740,7816,211
Like,1588164340,722,152
Like,1588165339,4264,365
Emoticon,1588168202,735,372
Like,1588168172,696,13
Comment,1588162635,640,776
Like,1588164232,635,707
Comment,1588164282,735,473
Emoticon,1588164958,695,512
Comment,1588166477,676,634
Comment,1588165455,676,118
Emoticon,1588165267,7508,383
Comment,1588163245,3808,873
Emoticon,1588162891,655,488
Emoticon,1588166725,720,225
Like,1588166821,2702,308
Comment,1588164389,658,720
Emoticon,1588165574,5013,136
Like,1588161085,2974,376
Like,1588166241,7738,753
Like,1588168170,663,215
Emoticon,1588163993,3592,716
Comment,1588166793,3592,320
Like,1588165809,2792,367
Emoticon,1588165270,730,644
Comment,1588165239,4264,175
Emoticon,1588163451,9139,929
Like,1588164303,7821,358
Emoticon,1588165942,646,918
Comment,1588164330,7950,995
Like,1588165966,17,446
Like,1588163859,653,950
Emoticon,1588161769,4727,815
Emoticon,1588165330,3741,859
Emoticon,1588163028,75,231
Emoticon,1588164320,734,421
Like,1588165341,731,975
Like,1588166087,2650,135
Comment,1588162270,675,111
Like,1588164641,677,267
Emoticon,1588161790,8948,475
Like,1588166244,6525,892
Emoticon,1588166976,6071,302
Emoticon,1588162940,7677,934
Like,1588161505,666,294
Comment,1588164331,5164,527
Comment,1588167969,642,628
Comment,1588168228,4351,338
Comment,1588162904,67,341
Like,1588163663,4742,34
Emoticon,1588163630,1509,738
Comment,1588164968,684,421
Emoticon,1588170110,5521,979
Like,1588164830,658,353
Like,1588163923,733,367
Comment,1588165928,2400,143
Comment,1588164715,683,625
Emoticon,1588163122,5313,897
Like,1588167774,3558,790
Emoticon,1588164530,5921,203
Comment,1588164796,735,997
Emoticon,1588163598,5313,922
Comment,1588162160,7950,731
Emoticon,1588162618,640,786
Comment,1588164797,1792,370
Emoticon,1588167194,736,395
Emoticon,1588164462,676,975
Comment,1588168493,2141,694
Comment,1588167618,695,132
Emoticon,1588165747,686,766
Like,1588165930,642,513
Emoticon,1588168862,695,476
Emoticon,1588167894,7270,389
Like,1588167954,702,111
Emoticon,1588162412,6071,19
Like,1588163461,687,296
Comment,1588166385,72,625
Like,1588160731,2963,468
Comment,1588165469,516,353
Comment,1588162553,7816,113
Comment,1588167059,3741,427
Like,1588167458,4351,681
Emoticon,1588166221,66,88
Like,1588164568,4750,345
Like,1588166008,1500,66
Comment,1588166827,701,536
Emoticon,1588166286,8948,305
Emoticon,1588167957,4902,751
Comment,1588167714,695,391
Emoticon,1588167685,3558,274
Comment,1588165815,7604,873
Like,1588166420,66,106
Comment,1588165033,2974,435
Like,1588165361,6011,945
Emoticon,1588165456,691,569
Like,1588162136,697,433
Comment,1588164142,711,43
Comment,1588165153,683,110
Comment,1588163649,4395,623
Like,1588166450,4351,66
Comment,1588167027,697,214
Emoticon,1588162533,1792,130
Comment,1588166114,688,46
Emoticon,1588165250,708,490
Emoticon,1588160698,8019,396
Like,1588162728,6944,248
Comment,1588167347,727,81
Like,1588164520,677,972
Like,1588164675,73,989
Like,1588162975,697,449
Like,1588166789,5313,859
Comment,1588165491,678,481
Comment,1588165740,703,422
Emoticon,1588163518,2096,630
Like,1588165110,2096,926
Like,1588164913,694,826
Emoticon,1588162327,2400,990
Emoticon,1588163250,1931,943
Like,1588165235,833,506
Comment,1588164063,733,749
Emoticon,1588163590,4620,519
Comment,1588163980,708,468
Emoticon,1588165791,8948,429
Comment,1588160834,662,104
Emoticon,1588166394,684,693
Like,1588164381,8285,724
Like,1588163925,6204,476
Comment,1588160094,656,205
Like,1588165443,698,46
Emoticon,1588163102,1946,981
Comment,1588163952,718,915
Comment,1588167240,699,315
Like,1588165762,735,546
Comment,1588161347,724,535
Comment,1588167942,698,370
Like,1588165931,1887,287
Like,1588163664,415,365
Comment,1588166336,9139,450
Emoticon,1588164525,4160,256
Comment,1588162785,8948,726
Comment,1588165781,7124,462
Emoticon,1588164101,4620,401
Emoticon,1588164193,658,823
Like,1588166808,2957,45
Comment,1588162889,7215,377
Like,1588166013,686,883
Like,1588162216,712,767
Comment,1588170271,7378,584
Comment,1588164753,728,803
Like,1588166213,5521,579
Like,1588164020,700,448
Comment,1588166270,654,247
Comment,1588162852,1167,846
Comment,1588166152,653,884
Comment,1588164939,6007,28
Comment,1588164905,7813,893
Comment,1588164802,733,810
Comment,1588162447,7190,947
Like,1588167433,6715,675
Like,1588167259,6011,332
Emoticon,1588163476,690,537
Emoticon,1588161986,7810,192
Emoticon,1588164380,8647,325
Comment,1588166225,729,760
Comment,1588161635,764,306
Like,1588168782,4423,638
Like,1588165778,1440,333
Emoticon,1588166353,641,452
Comment,1588163328,724,209
Like,1588163345,639,129
Emoticon,1588167961,667,470
Emoticon,1588162742,8948,390
Comment,1588164522,653,112
Comment,1588161975,710,711
Like,1588163830,2957,531
Like,1588164208,17,483
Emoticon,1588165791,71,110
Comment,1588166115,2974,558
Emoticon,1588168791,691,304
Like,1588165393,686,735
Emoticon,1588166930,2702,147
Comment,1588162282,672,503
Comment,1588165305,696,296
Emoticon,1588167357,7190,299
Emoticon,1588164900,7811,52
Emoticon,1588165834,730,937
Emoticon,1588166684,7814,475
Like,1588166013,640,620
Like,1588167586,7508,725
Emoticon,1588167687,651,465
Comment,1588165754,3390,983
Emoticon,1588165652,736,219
Like,1588164005,648,614
Comment,1588164680,689,24
Comment,1588164733,6011,695
Comment,1588166195,4273,449
Emoticon,1588164246,691,694
Like,1588162849,1167,212
Emoticon,1588170478,1887,44
Like,1588165521,8019,78
Comment,1588166909,676,150
Emoticon,1588164368,68,577
Emoticon,1588164141,5013,879
Emoticon,1588164695,732,395
Emoticon,1588164098,6715,212
Like,1588166932,6071,30
Emoticon,1588164238,8647,124
Comment,1588161072,645,976
Emoticon,1588164265,667,93
Like,1588162552,1518,664
Comment,1588163210,8019,651
Emoticon,1588166845,287,38
Comment,1588164564,8647,416
Emoticon,1588165207,7813,554
Comment,1588165149,6007,819
Like,1588163721,7378,160
Comment,1588163522,691,155
Emoticon,1588161761,4351,869
Comment,1588165507,711,202
Like,1588167419,7045,602
Like,1588167122,4160,825
Comment,1588164259,685,422
Emoticon,1588166040,666,490
Emoticon,1588168620,4423,376
Comment,1588164643,6890,591
Emoticon,1588167180,669,67
Like,1588165096,3741,954
Comment,1588162178,7738,25
Comment,1588162463,2792,764
Comment,1588161514,4727,504
Emoticon,1588166665,679,268
Like,1588164882,665,425
Comment,1588166000,7241,569
Like,1588165810,1931,367
Emoticon,1588166952,8682,919
Emoticon,1588167961,729,144
Emoticon,1588169114,644,531
Like,1588165850,649,814
Like,1588165869,8729,149
Comment,1588165371,68,390
Emoticon,1588168467,704,420
Emoticon,1588166910,679,138
Emoticon,1588163654,697,571
Emoticon,1588166320,465,208
Emoticon,1588162616,7815,569
Emoticon,1588163922,6944,253
Comment,1588168226,6988,481
Like,1588167024,8682,311
Comment,1588168528,642,453
Emoticon,1588166080,7813,751
Emoticon,1588163807,639,109
Comment,1588163918,1167,372
Comment,1588162893,72,625
Emoticon,1588166411,711,575
Comment,1588165046,8160,697
Emoticon,1588163397,731,272
Like,1588166410,692,536
Comment,1588162044,4273,494
Emoticon,1588161251,1074,152
Emoticon,1588165131,696,882
Comment,1588165618,703,317
Like,1588167544,7813,831
Like,1588167907,725,231
Comment,1588163608,3741,909
Like,1588165168,7045,341
Comment,1588166286,3741,14
Comment,1588162747,647,981
Comment,1588162566,733,652
Emoticon,1588168301,664,691
Like,1588163747,8592,607
Comment,1588163866,3753,6
Emoticon,1588164183,638,519
Comment,1588167505,654,424
Comment,1588162315,8642,239
Like,1588162772,1518,415
Comment,1588160641,3558,295
Emoticon,1588168363,722,207
Like,1588163528,287,616
Comment,1588166199,708,225
Like,1588167737,7045,913
Like,1588166646,683,684
Emoticon,1588165289,2930,873
Comment,1588168352,2963,281
Comment,1588165159,6715,828
Emoticon,1588167088,7270,542
Like,1588161552,1887,411
Like,1588163326,5145,156
Like,1588165375,703,16
Emoticon,1588162133,2702,46
Comment,1588163924,1074,189
Emoticon,1588165277,7817,760
Emoticon,1588169911,634,597
Like,1588164447,2238,762
Emoticon,1588166850,641,536
Emoticon,1588166681,4423,540
Emoticon,1588165253,705,711
Like,1588164181,7190,422
Like,1588167381,666,795
Like,1588166042,8948,110
Emoticon,1588164834,681,36
Comment,1588165232,6071,586
Like,1588164991,699,436
Comment,1588165858,662,811
Like,1588163570,6204,469
Comment,1588160720,669,545
Emoticon,1588164694,8222,854
Comment,1588164141,74,699
Emoticon,1588165196,7215,665
Like,1588166912,4423,544
Emoticon,1588163340,71,736
Comment,1588169276,666,363
Like,1588163037,672,933
Comment,1588165652,647,804
Emoticon,1588164330,730,216
Comment,1588164766,2792,900
Emoticon,1588162244,69,480
Like,1588166491,664,966
Like,1588165080,66,758
Emoticon,1588167056,9139,806
Comment,1588167395,3808,847
Comment,1588164407,637,453
Emoticon,1588167709,5521,887
Like,1588165930,691,133
Like,1588168586,7950,825
Emoticon,1588165610,677,770
Comment,1588163143,1167,806
Like,1588163279,7190,525
Like,1588165603,1518,476
Comment,1588168074,7604,911
Emoticon,1588162366,8647,157
Like,1588164266,640,950
Like,1588163798,6715,481
Emoticon,1588165097,2400,552
Like,1588165928,1500,589
Emoticon,1588161997,8682,255
Like,1588163849,6944,258
Like,1588166395,6525,99
Like,1588165386,734,800
Emoticon,1588165101,674,914
Like,1588164120,674,327
Comment,1588164635,2792,924
Emoticon,1588165127,650,374
Emoticon,1588165858,2702,840
Emoticon,1588166807,74,198
Emoticon,1588164809,661,485
Emoticon,1588165010,2549,419
Emoticon,1588165471,4902,316
Like,1588163446,2141,756
Comment,1588163340,2702,825
Like,1588167303,6890,933
Comment,1588164642,702,425
Like,1588165084,689,27
Like,1588164432,8948,917
Comment,1588166509,4160,248
Like,1588165483,642,975
Like,1588168603,516,835
Emoticon,1588162965,4727,268
Comment,1588165774,642,52
Emoticon,1588166995,728,663
Like,1588161512,712,604
Like,1588168226,2105,342
Comment,1588167466,2792,119
Emoticon,1588165189,656,814
Emoticon,1588161657,2549,597
Comment,1588164990,5921,934
Comment,1588166162,710,464
Comment,1588165917,6890,713
Like,1588167645,673,281
Like,1588162919,634,526
Emoticon,1588164125,5013,378
Like,1588165868,638,423
Emoticon,1588164341,730,285
Emoticon,1588165517,712,43
Emoticon,1588166286,689,139
Like,1588164962,636,733
Emoticon,1588166293,2238,336
Comment,1588163268,653,774
Like,1588162632,734,249
Like,1588160083,664,479
Comment,1588164695,725,925
Like,1588165273,732,398
Emoticon,1588164601,720,950
Comment,1588163118,66,613
Emoticon,1588164771,7270,298
Like,1588167163,695,948
Emoticon,1588166362,4620,476
Comment,1588164875,724,161
Emoticon,1588162485,7817,837
Like,1588164046,2963,674
Emoticon,1588164369,733,14
Comment,1588162960,4742,627
Comment,1588164924,652,77
Emoticon,1588164488,4273,245
Like,1588165917,668,910
Like,1588165340,1931,395
Comment,1588163015,646,310
Emoticon,1588165860,65,255
Like,1588162502,728,693
Emoticon,1588166618,9087,224
Comment,1588161816,709,963
Emoticon,1588165261,67,240
Comment,1588163237,7813,983
Like,1588164339,6572,53
Emoticon,1588163974,699,694
Comment,1588168912,4160,311
Emoticon,1588164944,3558,289
Comment,1588165721,697,103
Emoticon,1588168215,4902,566
Comment,1588165425,709,55
Emoticon,1588165645,668,82
Like,1588169122,7241,872
Comment,1588166141,68,288
Comment,1588170087,645,744
Like,1588165338,639,298
Comment,1588164386,644,123
Emoticon,1588167445,7950,333
Like,1588166180,2753,677
Like,1588164126,664,937
Like,1588164367,679,966
Comment,1588167113,653,817
Like,1588164687,8647,527
Comment,1588164279,687,29
Like,1588165428,7814,482
Like,1588166195,7810,316
Emoticon,1588164160,67,315
Emoticon,1588165001,640,708
Emoticon,1588161513,7813,632
Emoticon,1588167447,648,89
Emoticon,1588161274,6204,293
Comment,1588163206,764,12
Like,1588164976,675,137
Emoticon,1588163427,666,479
Comment,1588166501,2753,107
Comment,1588161995,69,301
Emoticon,1588164969,645,45
Emoticon,1588165021,3390,197
Like,1588162405,9087,731
Comment,1588165134,66,216
Comment,1588162320,656,332
Comment,1588167435,688,518
Comment,1588167608,6890,181
Comment,1588162608,67,192
Comment,1588167297,7124,528
Comment,1588168036,730,999
Comment,1588172157,643,22
Emoticon,1588168305,7124,383
Emoticon,1588163196,705,81
Like,1588163757,9087,425
Comment,1588163213,2400,948
Like,1588166314,5145,577
Emoticon,1588168179,671,203
Comment,1588165792,715,864
Comment,1588165114,2238,774
Comment,1588165542,118,58
Emoticon,1588160668,728,650
Emoticon,1588167473,3402,349
Emoticon,1588162261,7814,156
Like,1588167622,3753,986
Emoticon,1588164992,735,633
Like,1588164378,670,245
Comment,1588165633,667,924
Comment,1588163467,641,101
Emoticon,1588165771,6525,815
Like,1588167732,693,442
Comment,1588163602,8647,116
Emoticon,1588167957,656,114
Comment,1588165807,637,198
Comment,1588167255,4750,202
Like,1588164495,737,685
Comment,1588168315,1500,869
Emoticon,1588164685,7821,715
Emoticon,1588166246,6011,488
Emoticon,1588163766,6572,407
Emoticon,1588164095,7190,358
Emoticon,1588163468,708,476
Like,1588165690,637,356
Like,1588162919,733,108
Emoticon,1588164324,3390,753
Emoticon,1588163722,691,945
Comment,1588167342,675,443
Comment,1588166707,716,436
Like,1588162933,714,556
Comment,1588160842,714,163
Like,1588166518,737,58
Like,1588167903,2771,790
Like,1588165505,4742,418
Comment,1588166282,65,558
Comment,1588167024,5679,350
Like,1588163302,671,536
Comment,1588162003,6071,562
Emoticon,1588163239,1074,63
Comment,1588164549,729,90
Emoticon,1588166668,2473,888
Emoticon,1588165854,682,798
Like,1588165138,7241,727
Comment,1588166006,2105,797
Comment,1588161268,2974,478
Like,1588164055,703,113
Emoticon,1588165298,722,305
Comment,1588165864,2395,895
Like,1588166032,4591,748
Emoticon,1588163273,1931,561
Like,1588165429,648,35
Comment,1588163978,8682,979
Like,1588164356,2096,534
Emoticon,1588162725,7124,981
Like,1588165643,649,744
Emoticon,1588167096,73,317
Comment,1588166588,658,531
Like,1588163670,3592,29
Emoticon,1588166566,118,29
Comment,1588159113,2466,183
Comment,1588164646,688,253
Comment,1588168451,7813,395
Comment,1588164991,9139,783
Like,1588161915,1074,483
Emoticon,1588163136,4727,835
Like,1588161859,680,807
Comment,1588161926,2930,533
Emoticon,1588166719,3808,930
Like,1588164790,721,530
Comment,1588163883,8682,665
Like,1588162063,678,738
Comment,1588166585,1616,465
Like,1588165061,8948,69
Like,1588168114,687,922
Like,1588167309,713,879
Emoticon,1588169092,287,30
Comment,1588165372,691,199
Like,1588161426,684,119
Like,1588163604,5521,161
Like,1588166178,656,29
Emoticon,1588166519,677,728
Like,1588165311,8222,636
Like,1588168321,698,189
Comment,1588165040,665,693
Emoticon,1588166168,3808,887
Emoticon,1588166849,2096,189
Like,1588168625,5679,202
Like,1588163792,2974,374
Comment,1588167006,68,802
Emoticon,1588162799,1518,960
Like,1588167097,6011,280
Emoticon,1588164151,7950,296
Emoticon,1588166792,709,802
Emoticon,1588165950,8019,545
Like,1588166680,639,263
Emoticon,1588168212,2963,285
Comment,1588164446,654,174
Emoticon,1588163459,5145,744
Emoticon,1588164017,4273,797
Comment,1588165382,6525,130
Like,1588166021,7817,802
Comment,1588163718,764,645
Comment,1588164591,7811,149
Emoticon,1588167210,689,648
Like,1588162257,1440,278
Emoticon,1588166918,656,428
Comment,1588163811,662,745
Like,1588162417,714,795
Like,1588164305,9139,201
Like,1588170085,4160,806
Like,1588163343,1616,642
Emoticon,1588160359,4160,498
Emoticon,1588162422,672,449
Like,1588165382,3390,757
Emoticon,1588167548,2771,523
Emoticon,1588162238,708,210
Emoticon,1588168047,717,283
Like,1588163409,7950,227
Emoticon,1588165328,6071,446
Emoticon,1588166343,737,20
Like,1588163276,665,961
Like,1588161463,694,140
Emoticon,1588162820,710,907
Emoticon,1588165106,5921,307
Like,1588163706,287,8
Emoticon,1588165065,702,68
Emoticon,1588163047,639,979
Emoticon,1588165631,686,339
Comment,1588166082,71,859
Comment,1588167330,1616,829
Comment,1588167021,5313,19
Comment,1588164995,5921,871
Like,1588164879,719,250
Comment,1588165613,5164,472
Like,1588163988,764,500
Like,1588167007,6011,524
Comment,1588166370,692,96
Emoticon,1588165635,4727,440
Emoticon,1588165191,1500,609
Emoticon,1588165655,636,647
Emoticon,1588166030,721,137
Like,1588168063,7810,192
Like,1588163564,8682,726
Like,1588170576,3390,821
Emoticon,1588161495,4740,747
Comment,1588166685,672,954
Emoticon,1588166662,736,892
Like,1588162050,664,696
Emoticon,1588162392,702,752
Like,1588167706,72,587
Comment,1588163165,4160,762
Like,1588164919,691,61
Like,1588165553,666,789
Like,1588164374,723,588
Comment,1588164349,4902,914
Emoticon,1588165355,706,966
Comment,1588163160,5921,789
Like,1588166533,711,563
Comment,1588163803,642,119
Emoticon,1588164529,4915,388
Comment,1588163880,9139,767
Comment,1588162455,2238,214
Like,1588165978,658,524
Like,1588164125,711,452
Comment,1588162479,6204,317
Like,1588166110,7817,513
Emoticon,1588166181,2096,772
Like,1588164458,7124,974
Like,1588165622,3611,376
Like,1588163049,788,920
Emoticon,1588166333,4018,891
Like,1588163334,717,714
Comment,1588164728,7604,738
Like,1588162967,2400,54
Comment,1588164961,659,992
Like,1588166440,8285,465
Comment,1588165139,4018,165
Comment,1588166112,728,299
Emoticon,1588164470,646,766
Comment,1588166780,672,863
Comment,1588166648,664,950
Emoticon,1588164029,68,577
Comment,1588168409,637,655
Like,1588165919,656,333
Comment,1588165898,3592,783
Comment,1588162463,8642,711
